PHYLUM,CLASS,ORDER,SPECIES
Tracheophyta,Angiospermae,Poales,Koeleria pyramidata
Tracheophyta,Angiospermae,Poales,Carex limosa
Tracheophyta,Angiospermae,Solanales,Solanum dulcamara
Tracheophyta,Angiospermae,Rosales,Potentilla palustris
Tracheophyta,Angiospermae,Asterales,Senecio incanus
Tracheophyta,Angiospermae,Lamiales,Clinopodium vulgare
Tracheophyta,Angiospermae,Malpighiales,Viola hirta
Tracheophyta,Angiospermae,Brassicales,Bunias orientalis
Tracheophyta,Angiospermae,Gentianales,Gentiana insubrica
Tracheophyta,Angiospermae,Poales,Carex hirta
Tracheophyta,Angiospermae,Asterales,Ambrosia artemisiifolia
Tracheophyta,Angiospermae,Malvales,Helianthemum nummularium
Tracheophyta,Angiospermae,Malpighiales,Salix reticulata
Tracheophyta,Angiospermae,Poales,Calamagrostis pseudophragmites
Tracheophyta,Angiospermae,Apiales,Laserpitium latifolium
Tracheophyta,Angiospermae,Lamiales,Veronica serpyllifolia
Tracheophyta,Angiospermae,Ranunculales,Ranunculus aconitifolius
Tracheophyta,Angiospermae,Rosales,Potentilla erecta
Tracheophyta,Angiospermae,Geraniales,Geranium molle
Tracheophyta,Angiospermae,Ranunculales,Ranunculus acris
Tracheophyta,Angiospermae,Poales,Carex sylvatica
Tracheophyta,Angiospermae,Caryophyllales,Polygonum bistorta
Tracheophyta,Angiospermae,Poales,Brachypodium sylvaticum
Tracheophyta,Angiospermae,Asparagales,Polygonatum verticillatum
Tracheophyta,Angiospermae,Fabales,Anthyllis vulneraria
Tracheophyta,Angiospermae,Sapindales,Acer pseudoplatanus
Tracheophyta,Angiospermae,Caryophyllales,Silene exscapa
Tracheophyta,Angiospermae,Asterales,Phyteuma spicatum
Tracheophyta,Angiospermae,Poales,Carex pilulifera
Tracheophyta,Pteridophyta,Equisetales,Equisetum palustre
Tracheophyta,Angiospermae,Poales,Briza media
Tracheophyta,Angiospermae,Ericales,Vaccinium uliginosum
Tracheophyta,Angiospermae,Asparagales,Epipactis atrorubens
Tracheophyta,Angiospermae,Lamiales,Ajuga reptans
Tracheophyta,Angiospermae,Poales,Carex liparocarpos
Tracheophyta,Angiospermae,Ranunculales,Anemone nemorosa
Tracheophyta,Angiospermae,Ranunculales,Aquilegia atrata
Tracheophyta,Angiospermae,Apiales,Heracleum sphondylium
Tracheophyta,Angiospermae,Fabales,Robinia pseudoacacia
Tracheophyta,Angiospermae,Fabales,Onobrychis viciifolia
Tracheophyta,Angiospermae,Fabales,Coronilla vaginalis
Tracheophyta,Angiospermae,Asparagales,Epipactis helleborine
Tracheophyta,Angiospermae,Ericales,Vaccinium myrtillus
Tracheophyta,Angiospermae,Asterales,Antennaria dioica
Tracheophyta,Angiospermae,Caryophyllales,Rumex acetosa
Tracheophyta,Angiospermae,Malpighiales,Viola palustris
Tracheophyta,Angiospermae,Dipsacales,Lonicera xylosteum
Tracheophyta,Angiospermae,Asterales,Bellis perennis
Tracheophyta,Angiospermae,Poales,Juncus alpinoarticulatus
Tracheophyta,Angiospermae,Liliales,Colchicum autumnale
Tracheophyta,Angiospermae,Fabales,Trifolium repens
Tracheophyta,Pteridophyta,Equisetales,Equisetum telmateia
Tracheophyta,Angiospermae,Rosales,Filipendula ulmaria
Tracheophyta,Angiospermae,Sapindales,Acer campestre
Tracheophyta,Angiospermae,Alismatales,Zannichellia palustris
Tracheophyta,Angiospermae,Caryophyllales,Reynoutria japonica
Tracheophyta,Angiospermae,Nyphaeales,Nymphaea alba
Tracheophyta,Angiospermae,Gentianales,Gentiana verna
Tracheophyta,Angiospermae,Asparagales,Dactylorhiza sambucina
Tracheophyta,Angiospermae,Poales,Carex acutiformis
Tracheophyta,Angiospermae,Ericales,Impatiens glandulifera
Tracheophyta,Angiospermae,Asterales,Phyteuma scheuchzeri
Tracheophyta,Angiospermae,Asterales,Aposeris foetida
Tracheophyta,Angiospermae,Malpighiales,Viola arvensis
Tracheophyta,Angiospermae,Asterales,Artemisia vulgaris
Tracheophyta,Angiospermae,Apiales,Peucedanum verticillare
Tracheophyta,Angiospermae,Lamiales,Stachys sylvatica
Tracheophyta,Angiospermae,Ranunculales,Ranunculus kuepferi
Tracheophyta,Angiospermae,Celastrales,Euonymus europaeus
Tracheophyta,Angiospermae,Asparagales,Epipactis purpurata
Tracheophyta,Angiospermae,Asparagales,Epipactis palustris
Tracheophyta,Angiospermae,Santalales,Thesium alpinum
Tracheophyta,Angiospermae,Poales,Luzula multiflora
Tracheophyta,Angiospermae,Caryophyllales,Silene pratensis
Tracheophyta,Angiospermae,Lamiales,Melampyrum arvense
Tracheophyta,Angiospermae,Ranunculales,Adonis vernalis
Tracheophyta,Angiospermae,Asterales,Hieracium peletierianum
Tracheophyta,Angiospermae,Ranunculales,Ranunculus gramineus
Tracheophyta,Angiospermae,Poales,Carex canescens
Tracheophyta,Angiospermae,Fabales,Hippocrepis comosa
Tracheophyta,Angiospermae,Dipsacales,Viburnum rhytidophyllum
Tracheophyta,Angiospermae,Asterales,Solidago canadensis
Tracheophyta,Angiospermae,Gentianales,Gentiana lutea
Tracheophyta,Angiospermae,Lamiales,Verbascum lychnitis
Tracheophyta,Angiospermae,Poales,Carex caryophyllea
Tracheophyta,Angiospermae,Asterales,Arctium minus
Tracheophyta,Angiospermae,Poales,Blysmus compressus
Tracheophyta,Angiospermae,Asparagales,Leucojum vernum
Tracheophyta,Angiospermae,Malpighiales,Hypericum hirsutum
Tracheophyta,Angiospermae,Asterales,Phyteuma orbiculare
Tracheophyta,Angiospermae,Boraginales,Myosotis alpestris
Tracheophyta,Angiospermae,Poales,Carex davalliana
Tracheophyta,Angiospermae,Poales,Anthoxanthum odoratum
Tracheophyta,Angiospermae,Poales,Koeleria vallesiana
Tracheophyta,Angiospermae,Ranunculales,Ranunculus alpestris
Tracheophyta,Angiospermae,Lamiales,Utricularia minor
Tracheophyta,Angiospermae,Caryophyllales,Dianthus carthusianorum
Tracheophyta,Angiospermae,Lamiales,Scutellaria galericulata
Tracheophyta,Angiospermae,Asterales,Menyanthes trifoliata
Tracheophyta,Angiospermae,Boraginales,Pulmonaria officinalis
Tracheophyta,Angiospermae,Gentianales,Vinca minor
Tracheophyta,Angiospermae,Rosales,Potentilla pusilla
Tracheophyta,Angiospermae,Asparagales,Dactylorhiza majalis
Tracheophyta,Angiospermae,Brassicales,Hornungia petraea
Tracheophyta,Angiospermae,Asterales,Calendula arvensis
Tracheophyta,Angiospermae,Dipsacales,Valeriana dioica
Tracheophyta,Angiospermae,Saxifragales,Saxifraga paniculata
Tracheophyta,Angiospermae,Saxifragales,Sempervivum tectorum
Tracheophyta,Angiospermae,Poales,Trisetum distichophyllum
Tracheophyta,Angiospermae,Asterales,Achillea erba-rotta
Tracheophyta,Angiospermae,Caryophyllales,Dianthus superbus
Tracheophyta,Angiospermae,Rosales,Prunus laurocerasus
Tracheophyta,Angiospermae,Malpighiales,Euphorbia cyparissias
Tracheophyta,Angiospermae,Poales,Festuca arundinacea
Tracheophyta,Pteridophyta,Equisetales,Equisetum fluviatile
Tracheophyta,Angiospermae,Malvales,Daphne mezereum
Tracheophyta,Angiospermae,Poales,Carex tomentosa
Tracheophyta,Angiospermae,Poales,Juncus inflexus
Tracheophyta,Angiospermae,Ranunculales,Caltha palustris
Tracheophyta,Angiospermae,Asterales,Aster bellidiastrum
Tracheophyta,Angiospermae,Poales,Nardus stricta
Tracheophyta,Angiospermae,Asparagales,Pseudorchis albida
Tracheophyta,Angiospermae,Caryophyllales,Fallopia convolvulus
Tracheophyta,Lycopodiophyta,Selaginellales,Selaginella selaginoides
Tracheophyta,Angiospermae,Lamiales,Veronica arvensis
Tracheophyta,Angiospermae,Fabales,Vicia cracca
Tracheophyta,Angiospermae,Asterales,Inula salicina
Tracheophyta,Angiospermae,Asparagales,Himantoglossum hircinum
Tracheophyta,Angiospermae,Asparagales,Polygonatum multiflorum
Tracheophyta,Angiospermae,Asterales,Tussilago farfara
Tracheophyta,Angiospermae,Asterales,Cirsium arvense
Tracheophyta,Angiospermae,Gentianales,Gentiana acaulis
Tracheophyta,Angiospermae,Poales,Bromus benekenii
Tracheophyta,Angiospermae,Fabales,Polygala calcarea
Tracheophyta,Pteridophyta,Polypodiales,Pteridium aquilinum
Tracheophyta,Angiospermae,Asterales,Leucanthemum vulgare
Tracheophyta,Angiospermae,Poales,Trichophorum cespitosum
Tracheophyta,Angiospermae,Fagales,Juglans regia
Tracheophyta,Angiospermae,Asparagales,Narcissus poÃ«ticus
Tracheophyta,Angiospermae,Asparagales,Cephalanthera damasonium
Tracheophyta,Angiospermae,Apiales,Seseli libanotis
Tracheophyta,Angiospermae,Rosales,Geum rivale
Tracheophyta,Angiospermae,Rosales,Fragaria vesca
Tracheophyta,Angiospermae,Rosales,Potentilla rupestris
Tracheophyta,Angiospermae,Malvales,Daphne alpina
Tracheophyta,Angiospermae,Malpighiales,Linum catharticum
Tracheophyta,Angiospermae,Fabales,Trifolium dubium
Tracheophyta,Angiospermae,Myrtales,Epilobium fleischeri
Tracheophyta,Angiospermae,Asparagales,Corallorhiza trifida
Tracheophyta,Angiospermae,Boraginales,Cerinthe glabra
Tracheophyta,Angiospermae,Poales,Eleocharis palustris
Tracheophyta,Angiospermae,Rosales,Amelanchier ovalis
Tracheophyta,Angiospermae,Malpighiales,Salix repens
Tracheophyta,Angiospermae,Rosales,Frangula alnus
Tracheophyta,Angiospermae,Brassicales,Reseda lutea
Tracheophyta,Angiospermae,Ranunculales,Ranunculus tuberosus
Tracheophyta,Angiospermae,Asparagales,Goodyera repens
Tracheophyta,Angiospermae,Malpighiales,Viola canina
Tracheophyta,Angiospermae,Asterales,Crepis biennis
Tracheophyta,Angiospermae,Poales,Alopecurus pratensis
Tracheophyta,Angiospermae,Asterales,Eupatorium cannabinum
Tracheophyta,Angiospermae,Lamiales,Plantago lanceolata
Tracheophyta,Angiospermae,Gentianales,Galium pumilum
Tracheophyta,Angiospermae,Rosales,Rosa canina
Tracheophyta,Angiospermae,Poales,Eriophorum vaginatum
Tracheophyta,Angiospermae,Apiales,Daucus carota
Tracheophyta,Angiospermae,Boraginales,Myosotis sylvatica
Tracheophyta,Angiospermae,Fabales,Vicia sepium
Tracheophyta,Angiospermae,Asparagales,Anacamptis pyramidalis
Tracheophyta,Angiospermae,Poales,Elymus repens
Tracheophyta,Angiospermae,Lamiales,Ajuga chamaepitys
Tracheophyta,Angiospermae,Lamiales,Pinguicula alpina
Tracheophyta,Angiospermae,Asparagales,Listera ovata
Tracheophyta,Angiospermae,Ranunculales,Fumaria schleicheri
Tracheophyta,Angiospermae,Lamiales,Ligustrum vulgare
Tracheophyta,Angiospermae,Lamiales,Lycopus europaeus
Tracheophyta,Angiospermae,Asterales,Senecio inaequidens
Tracheophyta,Angiospermae,Lamiales,Origanum vulgare
Tracheophyta,Angiospermae,Asparagales,Epipactis leptochila
Tracheophyta,Angiospermae,Fabales,Lathyrus bauhinii
Tracheophyta,Angiospermae,Ericales,Lysimachia vulgaris
Tracheophyta,Angiospermae,Asterales,Centaurea scabiosa
Tracheophyta,Angiospermae,Poales,Carex halleriana
Tracheophyta,Angiospermae,Poales,Phragmites australis
Tracheophyta,Angiospermae,Lamiales,Buddleja davidii
Tracheophyta,Angiospermae,Ranunculales,Pulsatilla alpina
Tracheophyta,Angiospermae,Alismatales,Groenlandia densa
Tracheophyta,Angiospermae,Asterales,Cirsium palustre
Tracheophyta,Angiospermae,Poales,Agrostis stolonifera
Tracheophyta,Angiospermae,Asterales,Bidens tripartita
Tracheophyta,Angiospermae,Poales,Luzula campestris
Tracheophyta,Angiospermae,Brassicales,Sisymbrium supinum
Tracheophyta,Angiospermae,Fabales,Trifolium badium
Tracheophyta,Angiospermae,Lamiales,Stachys officinalis
Tracheophyta,Angiospermae,Cornales,Cornus sanguinea
Tracheophyta,Angiospermae,Ranunculales,Anemone ranunculoides
Tracheophyta,Pteridophyta,Polypodiales,Polypodium vulgare
Tracheophyta,Angiospermae,Dipsacales,Knautia dipsacifolia
Tracheophyta,Angiospermae,Rosales,Potentilla aurea
Tracheophyta,Angiospermae,Brassicales,Cardamine heptaphylla
Tracheophyta,Angiospermae,Fagales,Alnus glutinosa
Tracheophyta,Angiospermae,Dipsacales,Scabiosa ochroleuca
Tracheophyta,Angiospermae,Asterales,Senecio jacobaea
Tracheophyta,Angiospermae,Poales,Festuca pratensis
Tracheophyta,Angiospermae,Lamiales,Salvia pratensis
Tracheophyta,Angiospermae,Poales,Carex ferruginea
Tracheophyta,Angiospermae,Ranunculales,Ranunculus sceleratus
Tracheophyta,Angiospermae,Lamiales,Misopates orontium
Tracheophyta,Angiospermae,Ericales,Primula veris
Tracheophyta,Angiospermae,Rosales,Prunus padus
Tracheophyta,Angiospermae,Fabales,Medicago lupulina
Tracheophyta,Angiospermae,Dipsacales,Lonicera nigra
Tracheophyta,Angiospermae,Boraginales,Pulmonaria australis
Tracheophyta,Angiospermae,Apiales,Pimpinella nigra
Tracheophyta,Angiospermae,Asterales,Crepis paludosa
Tracheophyta,Angiospermae,Fabales,Trifolium montanum
Tracheophyta,Angiospermae,Ranunculales,Papaver rhoeas
Tracheophyta,Angiospermae,Poales,Arrhenatherum elatius
Tracheophyta,Angiospermae,Ericales,Soldanella alpina
Tracheophyta,Angiospermae,Malpighiales,Hypericum maculatum
Tracheophyta,Angiospermae,Fagales,Alnus incana
Tracheophyta,Angiospermae,Asterales,Lapsana communis
Tracheophyta,Angiospermae,Fagales,Quercus petraea
Tracheophyta,Angiospermae,Asterales,Cirsium acaule
Tracheophyta,Angiospermae,Alismatales,Lemna trisulca
Tracheophyta,Angiospermae,Ranunculales,Pulsatilla vulgaris
Tracheophyta,Angiospermae,Asterales,Cirsium vulgare
Tracheophyta,Angiospermae,Rosales,Rosa caesia
Tracheophyta,Angiospermae,Ranunculales,Ranunculus bulbosus
Tracheophyta,Angiospermae,Asterales,Cirsium rivulare
Tracheophyta,Angiospermae,Caryophyllales,Cerastium fontanum
Tracheophyta,Angiospermae,Asterales,Hieracium lactucella
Tracheophyta,Angiospermae,Dipsacales,Sambucus nigra
Tracheophyta,Angiospermae,Asterales,Crepis pyrenaica
Tracheophyta,Angiospermae,Poales,Carex flava
Tracheophyta,Pteridophyta,Polypodiales,Athyrium filix-femina
Tracheophyta,Angiospermae,Caryophyllales,Cerastium pumilum
Tracheophyta,Angiospermae,Asterales,Leontodon hispidus
Tracheophyta,Angiospermae,Lamiales,Melittis melissophyllum
Tracheophyta,Angiospermae,Rosales,Sorbus aria
Tracheophyta,Angiospermae,Poales,Molinia caerulea
Tracheophyta,Angiospermae,Ranunculales,Aquilegia vulgaris
Tracheophyta,Angiospermae,Fabales,Lathyrus pratensis
Tracheophyta,Pinophyta,Pinales,Pinus mugo
Tracheophyta,Angiospermae,Asterales,Aster alpinus
Tracheophyta,Angiospermae,Rosales,Geum urbanum
Tracheophyta,Angiospermae,Asparagales,Aceras anthropophorum
Tracheophyta,Angiospermae,Poales,Carex montana
Tracheophyta,Angiospermae,Caryophyllales,Stellaria nemorum
Tracheophyta,Angiospermae,Lamiales,Melampyrum pratense
Tracheophyta,Angiospermae,Ranunculales,Berberis thunbergii
Tracheophyta,Angiospermae,Brassicales,Rorippa amphibia
Tracheophyta,Angiospermae,Fabales,Astragalus penduliflorus
Tracheophyta,Angiospermae,Gentianales,Galium verum
Tracheophyta,Angiospermae,Apiales,Astrantia major
Tracheophyta,Angiospermae,Asterales,Phyteuma hemisphaericum
Tracheophyta,Angiospermae,Malpighiales,Viola thomasiana
Tracheophyta,Angiospermae,Asparagales,Dactylorhiza traunsteineri
Tracheophyta,Angiospermae,Asparagales,Cephalanthera rubra
Tracheophyta,Pteridophyta,Polypodiales,Dryopteris cristata
Tracheophyta,Angiospermae,Fabales,Onobrychis montana
Tracheophyta,Angiospermae,Apiales,Anthriscus sylvestris
Tracheophyta,Angiospermae,Celastrales,Parnassia palustris
Tracheophyta,Angiospermae,Lamiales,Euphrasia rostkoviana
Tracheophyta,Angiospermae,Asterales,Arnica montana
Tracheophyta,Angiospermae,Ericales,Primula elatior
Tracheophyta,Angiospermae,Asparagales,Crocus albiflorus
Tracheophyta,Angiospermae,Poales,Rhynchospora fusca
Tracheophyta,Angiospermae,Lamiales,Lamium galeobdolon
Tracheophyta,Angiospermae,Asparagales,Malaxis monophyllos
Tracheophyta,Angiospermae,Asterales,Centaurea cyanus
Tracheophyta,Angiospermae,Fabales,Ononis repens
Tracheophyta,Angiospermae,Asterales,Willemetia stipitata
Tracheophyta,Angiospermae,Asterales,Campanula spicata
Tracheophyta,Angiospermae,Ranunculales,Delphinium elatum
Tracheophyta,Angiospermae,Rosales,Rosa corymbifera
Tracheophyta,Angiospermae,Ericales,Impatiens parviflora
Tracheophyta,Angiospermae,Ericales,Erica carnea
Tracheophyta,Angiospermae,Poales,Juncus effusus
Tracheophyta,Angiospermae,Malpighiales,Viola lutea
Tracheophyta,Angiospermae,Asterales,Campanula rotundifolia
Tracheophyta,Angiospermae,Poales,Luzula sylvatica
Tracheophyta,Angiospermae,Ranunculales,Ranunculus reptans
Tracheophyta,Angiospermae,Ranunculales,Ranunculus ficaria
Tracheophyta,Angiospermae,Lamiales,Prunella grandiflora
Tracheophyta,Angiospermae,Lamiales,Veronica persica
Tracheophyta,Angiospermae,Myrtales,Circaea lutetiana
Tracheophyta,Angiospermae,Caryophyllales,Silene rupestris
Tracheophyta,Angiospermae,Poales,Carex hostiana
Tracheophyta,Angiospermae,Poales,Helictotrichon pratense
Tracheophyta,Angiospermae,Poales,Carex viridula
Tracheophyta,Angiospermae,Brassicales,Arabis hirsuta
Tracheophyta,Angiospermae,Asparagales,Orchis mascula
Tracheophyta,Pteridophyta,Polypodiales,Dryopteris affinis
Tracheophyta,Angiospermae,Poales,Bromus erectus
Tracheophyta,Angiospermae,Poales,Trisetum flavescens
Tracheophyta,Angiospermae,Dipsacales,Knautia arvensis
Tracheophyta,Angiospermae,Asterales,Tripleurospermum inodorum
Tracheophyta,Pinophyta,Pinales,Larix decidua
Tracheophyta,Angiospermae,Oxalidales,Oxalis corniculata
Tracheophyta,Angiospermae,Fabales,Melilotus albus
Tracheophyta,Angiospermae,Lamiales,Globularia nudicaulis
Tracheophyta,Pteridophyta,Polypodiales,Polystichum setiferum
Tracheophyta,Angiospermae,Lamiales,Fraxinus excelsior
Tracheophyta,Angiospermae,Caryophyllales,Cerastium cerastoides
Tracheophyta,Angiospermae,Lamiales,Veronica officinalis
Tracheophyta,Angiospermae,Gentianales,Gentiana brachyphylla
Tracheophyta,Pteridophyta,Polypodiales,Dryopteris filix-mas
Tracheophyta,Angiospermae,Caryophyllales,Rumex scutatus
Tracheophyta,Angiospermae,Saxifragales,Sedum rupestre
Tracheophyta,Angiospermae,Caryophyllales,Silene nutans
Tracheophyta,Angiospermae,Gentianales,Gentiana ciliata
Tracheophyta,Angiospermae,Oxalidales,Oxalis acetosella
Tracheophyta,Angiospermae,Malvales,Helianthemum canum
Tracheophyta,Angiospermae,Asterales,Campanula trachelium
Tracheophyta,Angiospermae,Brassicales,Arabis ciliata
Tracheophyta,Angiospermae,Geraniales,Geranium dissectum
Tracheophyta,Angiospermae,Ceratophyllales,Ceratophyllum demersum
Tracheophyta,Angiospermae,Fabales,Oxytropis jacquinii
Tracheophyta,Angiospermae,Poales,Carex ornithopoda
Tracheophyta,Angiospermae,Asterales,Sonchus asper
Tracheophyta,Angiospermae,Asterales,Adenostyles alpina
Tracheophyta,Angiospermae,Rosales,Sanguisorba officinalis
Tracheophyta,Angiospermae,Lamiales,Euphrasia minima
Tracheophyta,Angiospermae,Asparagales,Traunsteinera globosa
Tracheophyta,Angiospermae,Poales,Lolium multiflorum
Tracheophyta,Angiospermae,Ranunculales,Actaea spicata
Tracheophyta,Angiospermae,Asterales,Picris hieracioides
Tracheophyta,Angiospermae,Lamiales,Plantago media
Tracheophyta,Angiospermae,Caryophyllales,Minuartia rubra
Tracheophyta,Angiospermae,Apiales,Peucedanum cervaria
Tracheophyta,Angiospermae,Poales,Cyperus esculentus
Tracheophyta,Angiospermae,Saxifragales,Saxifraga rotundifolia
Tracheophyta,Angiospermae,Asterales,Adenostyles leucophylla
Tracheophyta,Angiospermae,Poales,Agrostis capillaris
Tracheophyta,Angiospermae,Lamiales,Cymbalaria muralis
Tracheophyta,Angiospermae,Poales,Carex remota
Tracheophyta,Angiospermae,Apiales,Laserpitium halleri
Tracheophyta,Angiospermae,Gentianales,Gentiana nivalis
Tracheophyta,Angiospermae,Asterales,Homogyne alpina
Tracheophyta,Angiospermae,Lamiales,Prunella vulgaris
Tracheophyta,Angiospermae,Brassicales,Cardamine trifolia
Tracheophyta,Angiospermae,Apiales,Bupleurum stellatum
Tracheophyta,Angiospermae,Saxifragales,Sedum alpestre
Tracheophyta,Angiospermae,Poales,Schoenoplectus pungens
Tracheophyta,Angiospermae,Ericales,Monotropa hypopitys
Tracheophyta,Pteridophyta,Polypodiales,Polystichum lonchitis
Tracheophyta,Angiospermae,Asterales,Carlina acaulis
Tracheophyta,Angiospermae,Fabales,Polygala alpestris
Tracheophyta,Angiospermae,Alismatales,Potamogeton perfoliatus
Tracheophyta,Angiospermae,Poales,Eriophorum latifolium
Tracheophyta,Angiospermae,Lamiales,Orobanche flava
Tracheophyta,Angiospermae,Sapindales,Ailanthus altissima
Tracheophyta,Angiospermae,Poales,Carex elata
Tracheophyta,Angiospermae,Rosales,Rhamnus alpina
Tracheophyta,Angiospermae,Poales,Calamagrostis varia
Tracheophyta,Angiospermae,Asparagales,Cephalanthera longifolia
Tracheophyta,Angiospermae,Gentianales,Gentiana clusii
Tracheophyta,Angiospermae,Solanales,Cuscuta epithymum
Tracheophyta,Angiospermae,Caryophyllales,Cerastium uniflorum
Tracheophyta,Angiospermae,Malpighiales,Euphorbia helioscopia
Tracheophyta,Angiospermae,Ericales,Primula auricula
Tracheophyta,Angiospermae,Alismatales,Potamogeton pectinatus
Tracheophyta,Angiospermae,Fagales,Betula pendula
Tracheophyta,Angiospermae,Poales,Phleum rhaeticum
Tracheophyta,Angiospermae,Gentianales,Galium odoratum
Tracheophyta,Angiospermae,Caryophyllales,Saponaria officinalis
Tracheophyta,Angiospermae,Poales,Carex echinata
Tracheophyta,Angiospermae,Lamiales,Linaria vulgaris
Tracheophyta,Angiospermae,Caryophyllales,Arenaria serpyllifolia
Tracheophyta,Angiospermae,Rosales,Sorbus aucuparia
Tracheophyta,Pteridophyta,Polypodiales,Asplenium ruta-muraria
Tracheophyta,Angiospermae,Brassicales,Raphanus raphanistrum
Tracheophyta,Angiospermae,Lamiales,Lamium amplexicaule
Tracheophyta,Angiospermae,Saxifragales,Sedum cepaea
Tracheophyta,Angiospermae,Apiales,Pimpinella saxifraga
Tracheophyta,Angiospermae,Lamiales,Odontites vulgaris
Tracheophyta,Angiospermae,Poales,Luzula nivea
Tracheophyta,Angiospermae,Poales,Poa annua
Tracheophyta,Angiospermae,Poales,Festuca quadriflora
Tracheophyta,Angiospermae,Malpighiales,Mercurialis perennis
Tracheophyta,Angiospermae,Asterales,Hieracium piliferum
Tracheophyta,Angiospermae,Gentianales,Sherardia arvensis
Tracheophyta,Angiospermae,Malpighiales,Euphorbia maculata
Tracheophyta,Angiospermae,Fabales,Vicia sativa
Tracheophyta,Angiospermae,Asterales,Scorzonera humilis
Tracheophyta,Angiospermae,Apiales,Cnidium silaifolium
Tracheophyta,Angiospermae,Gentianales,Galium palustre
Tracheophyta,Angiospermae,Ericales,Lysimachia nummularia
Tracheophyta,Angiospermae,Fagales,Carpinus betulus
Tracheophyta,Angiospermae,Rosales,Rubus caesius
Tracheophyta,Angiospermae,Ranunculales,Ranunculus carinthiacus
Tracheophyta,Angiospermae,Brassicales,Barbarea intermedia
Tracheophyta,Angiospermae,Brassicales,Draba aizoides
Tracheophyta,Angiospermae,Poales,Bromus hordeaceus
Tracheophyta,Angiospermae,Caryophyllales,Rumex alpestris
Tracheophyta,Angiospermae,Rosales,Rubus idaeus
Tracheophyta,Angiospermae,Lamiales,Galeopsis angustifolia
Tracheophyta,Angiospermae,Asterales,Senecio ovatus
Tracheophyta,Angiospermae,Brassicales,Cardamine impatiens
Tracheophyta,Pteridophyta,Polypodiales,Cystopteris fragilis
Tracheophyta,Angiospermae,Asparagales,Orchis simia
Tracheophyta,Angiospermae,Brassicales,Thlaspi perfoliatum
Tracheophyta,Angiospermae,Poales,Bothriochloa ischaemum
Tracheophyta,Angiospermae,Lamiales,Mentha aquatica
Tracheophyta,Angiospermae,Ericales,Vaccinium gaultherioides
Tracheophyta,Angiospermae,Rosales,Potentilla sterilis
Tracheophyta,Angiospermae,Asterales,Hieracium lachenalii
Tracheophyta,Angiospermae,Poales,Luzula pilosa
Tracheophyta,Angiospermae,Rosales,Potentilla verna
Tracheophyta,Angiospermae,Ericales,Calluna vulgaris
Tracheophyta,Angiospermae,Asterales,Campanula glomerata
Tracheophyta,Angiospermae,Asterales,Carlina vulgaris
Tracheophyta,Angiospermae,Lamiales,Glechoma hederacea
Tracheophyta,Angiospermae,Malpighiales,Salix cinerea
Tracheophyta,Angiospermae,Caryophyllales,Silene vulgaris
Tracheophyta,Angiospermae,Boraginales,Heliotropium europaeum
Tracheophyta,Angiospermae,Gentianales,Vincetoxicum hirundinaria
Tracheophyta,Angiospermae,Ranunculales,Ranunculus flammula
Tracheophyta,Angiospermae,Malpighiales,Euphorbia verrucosa
Tracheophyta,Angiospermae,Rosales,Crataegus laevigata
Tracheophyta,Angiospermae,Dipsacales,Sambucus racemosa
Tracheophyta,Angiospermae,Malvales,Helianthemum alpestre
Tracheophyta,Angiospermae,Caryophyllales,Moehringia trinervia
Tracheophyta,Angiospermae,Ranunculales,Clematis vitalba
Tracheophyta,Angiospermae,Asterales,Arctium tomentosum
Tracheophyta,Angiospermae,Dipsacales,Scabiosa lucida
Tracheophyta,Angiospermae,Poales,Festuca melanopsis
Tracheophyta,Angiospermae,Solanales,Convolvulus arvensis
Tracheophyta,Angiospermae,Rosales,Potentilla reptans
Tracheophyta,Angiospermae,Fagales,Corylus avellana
Tracheophyta,Angiospermae,Poales,Scirpus sylvaticus
Tracheophyta,Angiospermae,Lamiales,Veronica beccabunga
Tracheophyta,Pinophyta,Pinales,Pinus sylvestris
Tracheophyta,Angiospermae,Myrtales,Epilobium angustifolium
Tracheophyta,Angiospermae,Caryophyllales,Dianthus armeria
Tracheophyta,Angiospermae,Asparagales,Ophrys insectifera
Tracheophyta,Angiospermae,Asparagales,Platanthera chlorantha
Tracheophyta,Angiospermae,Malpighiales,Viola biflora
Tracheophyta,Angiospermae,Ranunculales,Fumaria officinalis
Tracheophyta,Angiospermae,Apiales,Ligusticum mutellina
Tracheophyta,Angiospermae,Brassicales,Sisymbrium officinale
Tracheophyta,Angiospermae,Ranunculales,Papaver dubium
Tracheophyta,Angiospermae,Lamiales,Jasminum nudiflorum
Tracheophyta,Angiospermae,Asterales,Centaurea nervosa
Tracheophyta,Angiospermae,Caryophyllales,Polygonum viviparum
Tracheophyta,Angiospermae,Fabales,Trifolium pratense
Tracheophyta,Angiospermae,Malpighiales,Populus alba
Tracheophyta,Angiospermae,Ranunculales,Ranunculus villarsii
Tracheophyta,Angiospermae,Malpighiales,Viola riviniana
Tracheophyta,Angiospermae,Saxifragales,Sempervivum montanum
Tracheophyta,Angiospermae,Asterales,Aster amellus
Tracheophyta,Angiospermae,Dipsacales,Scabiosa columbaria
Tracheophyta,Angiospermae,Rosales,Sanguisorba minor
Tracheophyta,Angiospermae,Ericales,Vaccinium oxycoccos
Tracheophyta,Angiospermae,Poales,Cynosurus cristatus
Tracheophyta,Angiospermae,Gentianales,Gentiana cruciata
