PHYLUM,CLASS,ORDER,SPECIES
Ascomycota,Pezizomycetes,Pezizales,Ascobolus equinus
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe squamulosoides
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius terribilis
Basidiomycota,Agaricomycetes,Agaricales,Seticyphella niveola
Ascomycota,Dothideomycetes,Pleosporales,Montagnula hirtula
Ascomycota,Dothideomycetes,Pleosporales,Nodulosphaeria volkartii
Basidiomycota,Agaricomycetes,Agaricales,Rhodocybe fuscofarinacea
Basidiomycota,Agaricomycetes,Agaricales,Mycenella variispora
Basidiomycota,Agaricomycetes,Gomphales,Ramaria brienziensis
Basidiomycota,Agaricomycetes,Agaricales,Leucoagaricus wichanskyi
Basidiomycota,Agaricomycetes,Agaricales,Inocybe sororia
Basidiomycota,Agaricomycetes,Agaricales,Mycena pilosella
Ascomycota,Dothideomycetes,Pleosporales,Sporormiella ovina
Basidiomycota,Agaricomycetes,Agaricales,Amanita vittadinii
Basidiomycota,Agaricomycetes,Agaricales,Coprinus velatus
Ascomycota,Leotiomycetes,Rhytismatales,Lophodermium actinothyrium
Ascomycota,Dothideomycetes,Dothideales,Pseudoseptoria stomaticola
Ascomycota,Laboulbeniomycetes,Laboulbeniales,Stigmatomyces geomyzae
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius privignorum
Basidiomycota,Agaricomycetes,Agaricales,Mucronella styriaca
Basidiomycota,Agaricomycetes,Russulales,Russula arpalices
Ascomycota,Leotiomycetes,Rhytismatales,Coccomyces rhododendri
Basidiomycota,Agaricomycetes,Trechisporales,Trechispora tenuicula
Ascomycota,Laboulbeniomycetes,Laboulbeniales,Stigmatomyces compressus
Ascomycota,Sordariomycetes,Diaporthales,Melanconis chrysostroma
Ascomycota,Leotiomycetes,Helotiales,Crocicreas helios
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe tuba
Basidiomycota,Agaricomycetes,Polyporales,Phlebia tristis
Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerella recutita
Ascomycota,Dothideomycetes,Pleosporales,Sporormiella grandispora
Ascomycota,Laboulbeniomycetes,Laboulbeniales,Stigmatomyces scaptomyzae
Ascomycota,Laboulbeniomycetes,Laboulbeniales,Stigmatomyces hydreliae
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius inconspicuus
Amoebozoa,Myxogastrea,Physarida,Physarum pezizoideum
Ascomycota,Dothideomycetes,Pleosporales,Sporormiella affinis
Ascomycota,Dothideomycetes,Pleosporales,Pyrenophora spec.
Ascomycota,Dothideomycetes,Incertae sedis,Wettsteinina pachyasca
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia clusii
Ascomycota,Leotiomycetes,Helotiales,Pyrenopeziza valderia
Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeria spectabilis
Ascomycota,Pezizomycetes,Pezizales,Tuber magnatum
Basidiomycota,Agaricomycetes,Agaricales,Clitopilus daamsii
Ascomycota,Dothideomycetes,Mytilinidiales,Lophium eriophori
Ascomycota,Dothideomycetes,Incertae sedis,Bryochiton microscopicus
Ascomycota,Dothideomycetes,Hysteriales,Gloniopsis curvata
Basidiomycota,Agaricomycetes,Agaricales,Psathyrella fragrans
Ascomycota,Sordariomycetes,Sordariales,Botryotrichum piluliferum
Ascomycota,Dothideomycetes,Capnodiales,Euryachora sedi
Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryum vinosum
Basidiomycota,Agaricomycetes,Agaricales,Inocybe goniopusio
Ascomycota,Dothideomycetes,Tubeufiales,Helicosporium spec.
Ascomycota,Sordariomycetes,Hypocreales,Peckiella torminosa
Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerella vaccinii
Ascomycota,Leotiomycetes,Helotiales,Helotium episphaericum
Basidiomycota,Agaricomycetes,Boletales,Rhizopogon rocabrunae
Ascomycota,Dothideomycetes,Pleosporales,Stagonospora subseriata
Ascomycota,Dothideomycetes,Pleosporales,Ophiobolus hesperidis
Ascomycota,Leotiomycetes,Rhytismatales,Eupropolella vaccinii
Ascomycota,Dothideomycetes,Incertae sedis,Lizonia sexangularis
Basidiomycota,Agaricomycetes,Agaricales,Coprinopsis saccharomyces
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia imperatoriae
Basidiomycota,Pucciniomycetes,Pucciniales,Uromyces poae-alpinae
Ascomycota,Dothideomycetes,Pleosporales,Pleospora comata
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius vacciniophilus
Ascomycota,Dothideomycetes,Pleosporales,Entodesmium rude
Ascomycota,Dothideomycetes,Pleosporales,Bricookea sepalorum
Ascomycota,Dothideomycetes,Incertae sedis,Bryochiton perpusillus
Ascomycota,Dothideomycetes,Pleosporales,Cilioplea nivalis
Ascomycota,Pezizomycetes,Pezizales,Melastiza greletii
Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe perplexa
Ascomycota,Dothideomycetes,Pleosporales,Stagonospora equiseti
Basidiomycota,Agaricomycetes,Agaricales,Mycenella favreana
Ascomycota,Dothideomycetes,Capnodiales,Ramularia tenuis
Ascomycota,Sordariomycetes,Diaporthales,Massariovalsa megalospora
Ascomycota,Dothideomycetes,Incertae sedis,Wentiomyces oreophilus
Ascomycota,Dothideomycetes,Venturiales,Venturia minuta
Basidiomycota,Agaricomycetes,Agaricales,Pluteus pallidus
Ascomycota,Laboulbeniomycetes,Laboulbeniales,Zodiomyces vorticellarius
Amoebozoa,Myxogastrea,Physarida,Physarum listeri
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius dilutus
Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerella lycopodii
Ascomycota,Dothideomycetes,Pleosporales,Sporormiella teretispora
Ascomycota,Pezizomycetes,Pezizales,Cheilymenia pseudohumarioides
Ascomycota,Sordariomycetes,Diaporthales,Pleuroceras helveticum
Ascomycota,Sordariomycetes,Coniochaetales,Coniochaeta vagans
Ascomycota,Pezizomycetes,Pezizales,Pulvinula globifera
Basidiomycota,Agaricomycetes,Agaricales,Tricholoma chrysophyllum
Ascomycota,Dothideomycetes,Capnodiales,Ramularia macularis
Ascomycota,Leotiomycetes,Helotiales,Scutomollisia punctum
Ascomycota,Leotiomycetes,Helotiales,Mollisia amyloidea
Basidiomycota,Agaricomycetes,Agaricales,Inocybe godfrinioides
Amoebozoa,Myxogastrea,Stemonitida,Lamproderma ovoideum
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius imbutus
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius britzelmayrii
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius salicis
Basidiomycota,Agaricomycetes,Agaricales,Mycena bresadolana
Basidiomycota,Agaricomycetes,Sebacinales,Sebacina caesiocinerea
Basidiomycota,Agaricomycetes,Agaricales,Lycoperdon atropurpureum
Basidiomycota,Agaricomycetes,Russulales,Russula borealis
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius argillaceosericeus
Basidiomycota,Agaricomycetes,Agaricales,Flagelloscypha spec.
Amoebozoa,Myxogastrea,Cribrariida,Cribraria aurantiaca
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius barrentium
Basidiomycota,Agaricomycetes,Boletales,Octaviania laevis
Ascomycota,Incertae sedis,Incertae sedis,Sarcopodium tortuosum
Basidiomycota,Agaricomycetes,Geastrales,Geastrum corollinum
Ascomycota,Dothideomycetes,Pleosporales,Herpotrichia coulteri
Basidiomycota,Agaricomycetes,Tremellodendropsidales,Tremellodendropsis tuberosa
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius pseudofulmineus
Basidiomycota,Agaricomycetes,Agaricales,Calvatia fragilis
Ascomycota,Leotiomycetes,Helotiales,Ombrophila morthieriana
Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidium galzinii
Ascomycota,Sordariomycetes,Hypocreales,Hypocrea aureoviridis
Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeria alpina
Ascomycota,Sordariomycetes,Diaporthales,Diaporthe alnea
Amoebozoa,Myxogastrea,Physarida,Physarum contextum
Ascomycota,Leotiomycetes,Helotiales,Cyathicula dolosella
Basidiomycota,Agaricomycetes,Agaricales,Entoloma proterum
Ascomycota,Leotiomycetes,Helotiales,Torrendiella ciliata
Ascomycota,Dothideomycetes,Incertae sedis,Wettsteinina oreophila
Ascomycota,Dothideomycetes,Incertae sedis,Wettsteinina luzulae
Basidiomycota,Agaricomycetes,Polyporales,Phlebiopsis ravenelii
Ascomycota,Dothideomycetes,Pleosporales,Keissleriella subalpina
Basidiomycota,Agaricomycetes,Polyporales,Aurantiporus croceus
Basidiomycota,Agaricomycetes,Agaricales,Coprinellus verrucispermus
Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartium muscicola
Ascomycota,Leotiomycetes,Helotiales,Lachnum salicariae
Basidiomycota,Agaricomycetes,Agaricales,Morganella subincarnata
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius tiliaceus
Basidiomycota,Agaricomycetes,Corticiales,Laetisaria fuciformis
Ascomycota,Dothideomycetes,Pleosporales,Montagnula anthostomoides
Ascomycota,Leotiomycetes,Rhytismatales,Rhytisma punctatum
Ascomycota,Sordariomycetes,Hypocreales,Hypocrea pallida
Ascomycota,Dothideomycetes,Capnodiales,Ramularia asplenii
Ascomycota,Sordariomycetes,Sordariales,Arnium olerum
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia rhododendri
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe aequabilis
Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeria valesiaca
Ascomycota,Dothideomycetes,Pleosporales,Entodesmium mayorii
Amoebozoa,Myxogastrea,Trichiida,Arcyria insignis
Ascomycota,Dothideomycetes,Pleosporales,Montagnula triseti
Basidiomycota,Agaricomycetes,Geastrales,Geastrum badium
Ascomycota,Dothideomycetes,Dothideales,Monographos minor
Basidiomycota,Agaricomycetes,Agaricales,Lepiota cristatoides
Basidiomycota,Agaricomycetes,Agaricales,Agrocybe attenuata
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius spadicellus
Basidiomycota,Agaricomycetes,Agaricales,Inocybe macrospora
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius stenospermus
Basidiomycota,Agaricomycetes,Boletales,Paxillus spec.
Basidiomycota,Agaricomycetes,Boletales,Leccinum schistophilum
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius prasinus
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius badiolaevis
Basidiomycota,Agaricomycetes,Agaricales,Entoloma parasiticum
Ascomycota,Dothideomycetes,Pleosporales,Massarina eburnea
Basidiomycota,Agaricomycetes,Agaricales,Agaricus xantholepis
Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerella pini
Ascomycota,Leotiomycetes,Rhytismatales,Phialina lutea
Ascomycota,Sordariomycetes,Sordariales,Strattonia insignis
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius turibulosus
Amoebozoa,Myxogastrea,Physarida,Badhamia affinis
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius camptoros
Ascomycota,Leotiomycetes,Rhytismatales,Roseodiscus formosus
Ascomycota,Dothideomycetes,Pleosporales,Pleospora infectoria
Basidiomycota,Agaricomycetes,Cantharellales,Uthatobasidium spec.
Basidiomycota,Agaricomycetes,Amylocorticiales,Ceraceomyces cystidiatus
Ascomycota,Leotiomycetes,Cyttariales,Unguiculariopsis parasitica
Ascomycota,Sordariomycetes,Hypocreales,Septofusidium herbarum
Ascomycota,Pezizomycetes,Pezizales,Otidea felina
Basidiomycota,Agaricomycetes,Auriculariales,Exidiopsis gloeophora
Ascomycota,Dothideomycetes,Incertae sedis,Fenestella vestita
Ascomycota,Dothideomycetes,Venturiales,Venturia spec.
Ascomycota,Leotiomycetes,Helotiales,Cheiromycella microscopica
Basidiomycota,Agaricomycetes,Agaricales,Mycena parca
Amoebozoa,Myxogastrea,Trichiida,Dianema harveyi
Ascomycota,Pezizomycetes,Pezizales,Peziza labessiana
Basidiomycota,Agaricomycetes,Agaricales,Clavaria tenuipes
Oomycota,Peronosporea,Peronosporales,Peronospora rumicis
Ascomycota,Sordariomycetes,Xylariales,Hypoxylon rutilum
Ascomycota,Leotiomycetes,Helotiales,Lanzia aesculi
Basidiomycota,Agaricomycetes,Agaricales,Merismodes granulosa
Basidiomycota,Agaricomycetes,Agaricales,Inocybe olida
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe subcordispora
Basidiomycota,Agaricomycetes,Agaricales,Inocybe obtusiuscula
Basidiomycota,Agaricomycetes,Agaricales,Lepiota cingulum
Basidiomycota,Agaricomycetes,Agaricales,Entoloma pallens
Ascomycota,Sordariomycetes,Sordariales,Sordaria minima
Basidiomycota,Agaricomycetes,Agaricales,Pholiota fusa
Ascomycota,Sordariomycetes,Xylariales,Pseudomassaria necans
Amoebozoa,Myxogastrea,Trichiida,Hemitrichia chrysospora
Basidiomycota,Agaricomycetes,Agaricales,Ripartites krieglsteineri
Ascomycota,Orbiliomycetes,Orbiliales,Arthrobotrys oligospora
Ascomycota,Leotiomycetes,Helotiales,Trichopeziza discolor
Basidiomycota,Agaricomycetes,Agaricales,Psathyrella friburgensis
Basidiomycota,Agaricomycetes,Agaricales,Dendrothele incrustans
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius arenatus
Ascomycota,Sordariomycetes,Hypocreales,Hypomyces deformans
Basidiomycota,Agaricomycetes,Agaricales,Entoloma farinogustus
Amoebozoa,Myxogastrea,Stemonitida,Diacheopsis metallica
Amoebozoa,Myxogastrea,Stemonitida,Lamproderma fuscatum
Basidiomycota,Agaricomycetes,Corticiales,Corticium roseocarneum
Ascomycota,Sordariomycetes,Coniochaetales,Coniochaeta discospora
Basidiomycota,Agaricomycetes,Thelephorales,Hydnellum tardum
Basidiomycota,Agaricomycetes,Cantharellales,Sistotremella hauerslevii
Basidiomycota,Agaricomycetes,Incertae sedis,Grandinia spec.
Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerella alnicola
Ascomycota,Leotiomycetes,Helotiales,Pirottaea saxonica
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe subalutacea
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius suaveolens
Basidiomycota,Agaricomycetes,Agaricales,Pholiotina exannulata
Ascomycota,Leotiomycetes,Helotiales,Hymenoscyphus peruni
Amoebozoa,Myxogastrea,Cribrariida,Lindbladia tubulina
Ascomycota,Dothideomycetes,Pleosporales,Leptosphaerulina alpina
Ascomycota,Sordariomycetes,Diaporthales,Calospora arausiaca
Mucoromycota,Mucoromycetes,Mucorales,Syzygites megalocarpus
Basidiomycota,Agaricomycetes,Agaricales,Inocybe brunneotomentosa
Ascomycota,Sordariomycetes,Boliniales,Ceratostomella ampullasca
Ascomycota,Pezizomycetes,Pezizales,Moravecia calospora
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius subcrassus
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius eufulmineus
Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeria dennisiana
Basidiomycota,Agaricomycetes,Agaricales,Entoloma beyeri
Ascomycota,Dothideomycetes,Pleosporales,Lophiostoma glaciale
Ascomycota,Sordariomycetes,Diaporthales,Ophiognomonia langii
Basidiomycota,Agaricomycetes,Agaricales,Pluteus lipidocystis
Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryum marginale
Ascomycota,Leotiomycetes,Helotiales,Unguicularia dilatopilosa
Ascomycota,Taphrinomycetes,Taphrinales,Taphrina vestergrenii
Basidiomycota,Agaricomycetes,Polyporales,Hapalopilus ochraceolateritius
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius mendax
Ascomycota,Pezizomycetes,Pezizales,Helvella chinensis
Basidiomycota,Agaricomycetes,Agaricales,Oudemansiella hygrophoroides
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius caesionigrellus
Ascomycota,Pezizomycetes,Pezizales,Saccobolus dilutellus
Ascomycota,Sordariomycetes,Hypocreales,Flammocladiella anomiae
Ascomycota,Sordariomycetes,Hypocreales,Nectria hederae
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius metrodii
Basidiomycota,Agaricomycetes,Agaricales,Entoloma verecundum
Ascomycota,Dothideomycetes,Botryosphaeriales,Diplodia atrata
Basidiomycota,Agaricomycetes,Incertae sedis,Riessia semiophora
Ascomycota,Leotiomycetes,Helotiales,Godronia urceolus
Ascomycota,Sordariomycetes,Xylariales,Anthostomella punctulata
Ascomycota,Dothideomycetes,Dothideales,Metasphaeria mosana
Ascomycota,Pezizomycetes,Pezizales,Lamprospora leptodictya
Basidiomycota,Agaricomycetes,Trechisporales,Luellia lembospora
Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeria phyllophila
Basidiomycota,Agaricomycetes,Agaricales,Agaricus mediofuscus
Ascomycota,Pezizomycetes,Pezizales,Tricharina hiemalis
Ascomycota,Sordariomycetes,Hypocreales,Trichoderma spec.
Ascomycota,Sordariomycetes,Diaporthales,Gnomonia amoena
Basidiomycota,Agaricomycetes,Atheliales,Leptosporomyces mundus
Basidiomycota,Agaricomycetes,Polyporales,Mycoaciella bispora
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius subulatus
Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoidea atratae
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius subflexuosus
Basidiomycota,Agaricomycetes,Agaricales,Clavulinopsis daigremontiana
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius conicocampanulatus
Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryum violaceo-irregulare
Basidiomycota,Agaricomycetes,Agaricales,Hemimycena epichloe
Ascomycota,Leotiomycetes,Helotiales,Unguicularia raripila
Ascomycota,Leotiomycetes,Helotiales,Mollisia rubi
Basidiomycota,Agaricomycetes,Agaricales,Inocybe deglubens
Ascomycota,Laboulbeniomycetes,Laboulbeniales,Fanniomyces ceratophorus
Basidiomycota,Pucciniomycetes,Pucciniales,Caeoma saxifragae
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius variegatuloides
Basidiomycota,Agaricomycetes,Russulales,Boidinia permixta
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe parilis
Ascomycota,Pezizomycetes,Pezizales,Scutellinia superba
Basidiomycota,Agaricomycetes,Agaricales,Tulostoma armillatum
Ascomycota,Sordariomycetes,Sordariales,Chaetomidium fimeti
Ascomycota,Leotiomycetes,Helotiales,Mollisia sublividula
Ascomycota,Sordariomycetes,Diaporthales,Valsa kunzei
Ascomycota,Sordariomycetes,Diaporthales,Cryptosporella compta
Basidiomycota,Agaricomycetes,Agaricales,Pluteus cyanopus
Ascomycota,Leotiomycetes,Helotiales,Cryptosporiopsis turgida
Ascomycota,Sordariomycetes,Xylariales,Hypoxylon subticinense
